#id	off	len	end	hex	readable	translation
429	0x134f	2752	FD	e304e40be413e41be424e42ce435e43ce443e44ae44fe45be463e46be478e487e499e4abe4bbe4cde4e2e4f5e40ae51ee52be536e545e551e55fe56ee579e583e58be594e5a2e5abe5b4e5c2e5cfe5dce5e8e5f7e506e60ee618e622e62ce63be648e651e659e666e67ae681e688e68fe696e6a1e6ace6b9e6c8e6dce6ece6f9e606e70fe718e725e733e741e74fe758e75fe764e769e76ee773e776e778e77de783e787e78de792e799e79ce7a0e7a3e7a8e7bf858d0201b58e01b58fc201b3bf85bf859002b389028602b389c4018302b38d018202b38d01b68bc301b68b018402b38b018402b38b018402b389c301850201b1890200c2028501b189c20282028401b189c202820282c301b189c20282028201b389c20282c2020001b389c202840201b389c202840201b38dc20282c401af8d028602af87010282c20287028ac8029d87010282029302a4870100c2029402a4870102820288028ac40183029d8701028202880284c402860182029d87010282028502820284028202860182029d85c301028202840288028202860183c402998501820282028402880288c50183029983c301820290028202860201820183c6029383c20200c30290028202860201820183c40100029385028fc50283c402820201820183018301029385028fc30200c2028502820201820183018301029383c20200c502900285c202000182c501830102938302970284028202018a010293830297028702018a0102938302970200c20200028202018a0194830297c20282c20288c7019483c20296c20282c20288028602938502950200c20282c6028202860293850295028a02820286029385029002840295c4028f850295c40195028f85029002880194028f85028ec30188018dc40200c3028f85018e018a0191029285018e018a0191029285018e0189c2018dc40200c3028f850100c402880201890195028f850102840286028ac20195028f850102840286028a0196028f00c5010282c30286028a0197c6028900c20200c3028202c50183028a01a68f0188c6019c02898f01820284c201a102898f0182028401a3c802008f0182028401a2c7018388c301840183c202c301a201860182880100018401a4c701860102008bc501a4018c010200aec602018c01020084c20190c20196028ec501020083c20102cb01840201000192c3028f0282c30200910182028301ab910182028301ab910282028301ab910282028301ab9102820283c20191cc028d91028202850190028a028d9a0100c202820288c2028b028d9a010282020002880186c30183028d9a010282c20200c602c3018601820183c50201879a010284028ac302c30182c2028701879a010284028a02890283c401879a0100c40288c401890283018a9a018d018c0283018a9a018d018c0283018aa80184c2018602830185c20283a8018401028602830184c2010283a9c5010282c40284018401000283a5c30200c2028302820288c70183ab02820282028c0185abc301028f0185ae018f0185ae018f0185ae018f0185ae018f0185be0285bf85b1028c0285b1028bc20285b1c5018eb60183c30187b601830189b3c40100c30189b8018bb702018bb6028db301c2028ebf8542e844e846e84ae84ee852e856e85ee86ae877e886e898e8abe8bce8d0e8e8e805e91de933e948e961e971e97ee98fe9a1e9b3e9c7e9dae9e6e9f2e904ea17ea34ea4fea65ea7bea8aea9ceaa8eab6eac1eacfeae0eaf2ea03eb18eb32eb53eb69eb84eb9febbdebdaebfbeb1dec34ec49ec62ec83eca5ecc3ecdeecf6ec0ced1ded2ced3aed50ed56ed5eed67ed6fed76ed7bed7fed81edbf9dbf9dbf8e028ebf8e028ebf8e028eb6c202a4b502820291c3018fb2c20200028202910182018eb10282c20282028fc30182018e95029b0282c20282c2018e0184018e95028d028402880282c20284018d0184018e950292c20286c20282c20284c601880184018e95c2029302840284c2028a01870184018e8fc40284028b028602840284c2028a0188c5018e8f0287028b0284c202c50100c202820200c40286018802928f028202840282c202870284020001840100028202840285c2018802928f0282028402840287c50200018401c502840285018902929702000282c2028c01870200c2028302850182c2029897020002840283c90187c20282028202850184029793c5020002840283018fc2028202820285c301820282c30192930286c5028301930282028a0282019493028e01930282028a02820194930282c90183018fc40283028a0282019491c3028201880183c4018bc4018e02c301949102840188010282c4028f0182028a0201969102840186c301028ac60201840182028a0201969102840186c4028a0286c20183c3028a020196910284019a0287028a02019691c20183019a02870287019a9301820186c8028c0282020002820287029a93018201860286028c028302830288c302019687c30201820102840183c201c202820286028c028302830284018601968a0182010284c2018502820287c2028bc30200c40282c3018601968a0182010286018402820297c202820282c8020001968a01820102860182c30182029502900200c201c6028e8a0182010282c50182018402a602978a01820183c302c50184c20294028cc502978bc301910293028c028c028e870282028302900294c80284029b8b02820290029b0284029b8bc2010002900296c5010284029b00c80284010002018e029601840184029b0002c501860182018e0293c401840184029b8701850200c2018c01029401870184029b870102840200018d0195018701840287c30182028e87c2028402000189c50195018701840200c2028401820100028e87c2028402000182018601c20282c202c30191c401830188028301820182c4028a87c2028401000182019001930183018802830182019087c202840182c3019001c3028e0200018301c6028202830182019087c202840185c20292028c0284c50183028202830182c30183028a87020184c20182c20200029202910200018201820282028301850182028a870201860183c2028a01c802910200018201820282028301850182028a87020186010282c2028a0193c20284c202018201820282028301850183c302018687020184c3010282c20286c5019b0182c201000282c2020002018501c202830201868702018401820282c20286019f0184010286028b020186870200c90102000284c3019f01840187028b0201868702850184010001840182c3029c0184010286c602860201868702850184010001840102840291c302018201c302018401028602840186020186870282c3020184010001840185029401820182c20184c50183028401860200c201848d018401000184018502940182018201850184018202840186c2020002848d01840100018401028402940182c401850184018202840188028593020182c30102840294018b018401820282c2020188028593020182018202840294018b0184018c01c302000284930200c3018202840295d1018c018402849302860284c402a2028ac601000284930286028802a1028a018501028493c30282c302880282c5029a0283c502c30185010284bf9101850185bf8fc30184c20185bf8f0184c301000284bf8f018401830284bf90c501830284bf99c30200bf9b0200bf9dbf9de5ede7ede9edecedefedf5edfced03ee0bee0eee12ee1dee26ee30ee35ee39ee3cee51ee63ee73ee84ee97eeaeeec3eed9eef2ee0cef1fef34ef4def63ef78ef8aef9cefadefbaefcaefd2efdcefe3efeaeff4ef	\n<04><E4><0B><E4><13><E4><1B><E4>出<E4>界<E4>５<E4>者<E4>Ｃ<E4>Ｊ<E4>Ｏ<E4>前<E4>死<E4>ォ<E4>ク<E4>ヌ<E4>ル<E4>ぉ<E4>さ<E4>へ<E4><E2><E4>空<0A><E5><1E><E5>十<E5>６<E5>Ｅ<E5>Ｑ<E5>方<E5>ョ<E5>ケ<E5>テ<E5>ヒ<E5>ヤ<E5>「<E5>ぉ<E5>え<E5>つ<E5>ま<E5>わ<E5><E8><E5><CE5><06><E6><0E><E6><18><E6>生<E6>界<E6>来<E6>Ｈ<E6>Ｑ<E6>Ｙ<E6>ヲ<E6>コ<E6>チ<E6>ネ<E6>マ<E6>ヨ<E6><A1><E6>ゃ<E6>け<E6>ね<E6>わ<E6><EC><E6><F9><E6><06><E7><0F><E7><18><E7>時<E7>３<E7>Ａ<E7>Ｏ<E7>Ｘ<E7>方<E7>子<E7>ゥ<E7>ョ<E7>ウ<E7>カ<E7>ク<E7>ス<E7>テ<E7>ヌ<E7>ヘ<E7>メ<E7>ル<E7>ワ<E7>♥<E7>」<E7>ぃ<E7>そナヘ<見><士>おボおマづうそナそナミ<見>うノ<見>ニ<見>うノどテ<見>うベツ<見>うベかヒでかビト<見>うビト<見>うビト<見>うノでナ<見><士>あノ<見><魔>つ<見>ナ<士>あノつ<見>ツ<見>ドあノつ<見>ツ<見>ツであノつ<見>ツ<見>ヅうノつ<見>ツつ<見><魔><士>うノつ<見>ト<見><士>うノつ<見>ト<見><士>うヘつ<見>ツどっヘ<見>ニ<見>っヌ<士><見>ツつ<見>ヌ<見>ハね<見>ンヌ<士><見>ツ<見>モ<見>、ヌ<士><魔>つ<見>ヤ<見>、ヌ<士><見>ツ<見>ネ<見>ハどテ<見>ンヌ<士><見>ツ<見>ネ<見>トと<見>ニ<士>ツ<見>ンヌ<士><見>ツ<見>ナ<見>ツ<見>ト<見>ツ<見>ニ<士>ツ<見>ンナで<見>ツ<見>ト<見>ネ<見>ツ<見>ニ<士>テと<見>ルナ<士>ツ<見>ツ<見>ト<見>ネ<見>ネな<士>テ<見>ルテでツ<見>ミ<見>ツ<見>ニ<見><士>ヅテに<見>モテつ<見><魔>て<見>ミ<見>ツ<見>ニ<見><士>ヅテど<魔><見>モナ<見>マな<見>テと<見>ツ<見><士>ヅデデ<見>モナ<見>マて<見><魔>つ<見>ナ<見>ツ<見><士>ヅデデ<見>モテつ<見><魔>な<見>ミ<見>ナつ<見><魔><士>ツな<士>デ<見>モテ<見>ラ<見>ト<見>ツ<見><士>バ<見>モテ<見>ラ<見>ヌ<見><士>バ<見>モテ<見>ラ<見><魔>つ<見><魔><見>ツ<見><士>バヤテ<見>ラつ<見>ツつ<見>ネぬ<士>ヤテつ<見>ヨつ<見>ツつ<見>ネ<見>ニ<見>モナ<見>ユ<見><魔>つ<見>ツに<見>ツ<見>ニ<見>モナ<見>ユ<見>ハ<見>ツ<見>ニ<見>モナ<見>ミ<見>ト<見>ユと<見>マナ<見>ユどユ<見>マナ<見>ミ<見>ネ<士>ヤ<見>マナ<見>ホでネ<士>ヘと<見><魔>て<見>マナ<士>ボバム<見>メナ<士>ボバム<見>メナ<士>ボノづヘと<見><魔>て<見>マナ<士><魔>と<見>ネ<見><士>ノ<士>ユ<見>マナ<士><見>ト<見>ニ<見>ハづユ<見>マナ<士><見>ト<見>ニ<見>バヨ<見>マ<魔>な<士><見>ツて<見>ニ<見>バラに<見>ノ<魔>つ<見><魔>て<見>ツ<見>な<士>テ<見>バをマ<士>ネに<士>ワ<見>ノマ<士>ツ<見>トづ<A1><見>ノマ<士>ツ<見>ド」ね<見><魔>マ<士>ツ<見>ド「ぬ<士>テネでドテつ<見>で「<士>ニ<士>ツネ<士><魔><士>ド、ぬ<士>ニ<士><見><魔>ヒな<士>、<士>ブ<見><魔>ょに<見><士>ブ<見><魔>トづミづヨ<見>ホな<士><見><魔>テづ<見>びト<見><士><魔><士>メて<見>マ<見>ツて<見><魔>ム<士>ツ<見>デぉム<士>ツ<見>デぉム<見>ツ<見>デぉム<見>ツ<見>デぉム<見>ツ<見>テづムふ<見>ヘム<見>ツ<見>ナ<士>ミ<見>ハ<見>ヘレ<士><魔>つ<見>ツ<見>ネつ<見>ヒ<見>ヘレ<士><見>ツ<見><魔><見>ネ<士>ニでテ<見>ヘレ<士><見>ツつ<見><魔>に<見>でニ<士>ヅテな<見><士>ヌレ<士><見>ト<見>ハて<見>でツつ<見>ヌ<士>ヌレ<士><見>ト<見>ハ<見>ノ<見>テどヌレ<士><魔>と<見>ネどノ<見>デハレ<士>ベフ<見>デハレ<士>ベフ<見>デハぃ<士>トづニ<見>デナつ<見>テぃ<士>ド<見>ニ<見>デトづ<見>テぅな<士><見>ツと<見>ドド<魔><見>テ‥て<見><魔>つ<見>テ<見>ツ<見>ネぬ<士>テぉ<見>ツ<見>ツ<見>ブナぉで<見>マ<士>ナょ<士>マ<士>ナょ<士>マ<士>ナょ<士>マ<士>ナょ<士>マ<士>ナせ<見>ナそナあ<見>フ<見>ナあ<見>ヒつ<見>ナあな<士>ホがテでヌがデノうど<魔>でノぐヒき<見><士>ヒか<見>ヘう<士>つ<見>ホそナＢ<E8>Ｄ<E8>Ｆ<E8>Ｊ<E8>Ｎ<E8>Ｒ<E8>Ｖ<E8>大<E8>ェ<E8>キ<E8>ニ<E8>リ<E8>ぉ<E8>し<E8>み<E8><E8><E8><05><E9><1D><E9>３<E9>Ｈ<E9>命<E9>ア<E9>セ<E9>マ<E9><A1><E9>う<E9>ぬ<E9>れ<E9><E6><E9><F2><E9><04><EA><17><EA>４<EA>Ｏ<EA>今<EA>サ<EA>ハ<EA>ワ<EA>ぃ<EA>か<EA>ち<EA>ま<EA>←<EA><F2><EA><03><EB><18><EB>２<EB>Ｓ<EB>ゥ<EB>ト<EB>知<EB>す<EB>れ<EB><FB><EB><1D><EC>４<EC>Ｉ<EC>言<EC>テ<EC>‥<EC>て<EC>中<EC>悩<0C><ED><1D><ED>界<ED>石<ED>Ｐ<ED>Ｖ<ED>大<ED>ァ<ED>ッ<ED>カ<ED>サ<ED>ソ<ED>チ<ED>そンそンそホ<見>ホそホ<見>ホそホ<見>ホかつ<見>、お<見>ツ<見>ムでマいつ<見><魔><見>ツ<見>ム<士>ヅホあ<見>ツつ<見>ツ<見>マでヅホユ<見>ロ<見>ツつ<見>ツづボドホユ<見>ヘ<見>ト<見>ネ<見>ツつ<見>ドベドホユ<見>メつ<見>ニつ<見>ツつ<見>トに<士>ネ<士>ドホユつ<見>モ<見>ト<見>トつ<見>バヌ<士>ドホマと<見>ト<見>ヒ<見>ニ<見>ト<見>トつ<見>バネな<士>ホマ<見>ヌ<見>ヒ<見>トつ<見>な<士><魔>つ<見>ツ<見><魔>と<見>ニ<士>ネ<見>メマ<見>ツ<見>ト<見>ツつ<見>ヌ<見>ト<見><魔><士>ド<魔><見>ツ<見>ト<見>ナづネ<見>メマ<見>ツ<見>ト<見>ト<見>ヌな<見><魔><士>ドな<見>ト<見>ナ<士>ノ<見>メラ<見><魔><見>ツつ<見>ブヌ<見><魔>つ<見>テ<見>ナ<士>ツつ<見>リラ<見><魔><見>ト<見>テの<士>ヌつ<見>ツ<見>ツ<見>ナ<士>ト<見>ラモな<見><魔><見>ト<見>デマつ<見>ツ<見>ツ<見>ナでツ<見>ツでメモ<見>ニな<見>デモ<見>ツ<見>ハ<見>ヅヤモ<見>ボモ<見>ツ<見>ハ<見>ヅヤモ<見>ツの<士>デマと<見>テ<見>ハ<見>ヅヤムて<見>ヅネ<士>テどヒどホ<見>でヤム<見>ドネ<士><見>ツと<見>マ<士>ツ<見>ハ<見><士>ヨム<見>ドニで<見>ハに<見><士>ドツ<見>ハ<見><士>ヨム<見>ドニと<見>ハ<見>ニづテて<見>ハ<見><士>ヨム<見>ドレ<見>ヌ<見>ハ<見><士>ヨムづデレ<見>ヌ<見>ヌ<士>レモ<士>ヅニね<見>フ<見>ツ<見><魔><見>ツ<見>ヌ<見>レモ<士>ヅニ<見>ニ<見>フ<見>テ<見>テ<見>ネて<見><士>ヨヌて<見><士>ヅ<見>ドテづつ<見>ツ<見>ニ<見>フ<見>テ<見>テ<見>ドニ<士>ヨバヅ<見>トづナ<見>ツ<見>ヌつ<見>ヒて<見><魔>と<見>ツでニ<士>ヨバヅ<見>ニ<士>ト<見>ツ<見>ラつ<見>ツ<見>ツね<見><魔><士>ヨバヅ<見>ニ<士>ツでツ<見>ユ<見>ミ<見><魔>づに<見>ホバヅ<見>ツな<士>ヅト<見>を<見>ラバヅテて<見>な<士>トつ<見>ヤ<見>フな<見>ラヒでム<見>モ<見>フ<見>フ<見>ホヌ<見>ツ<見>テ<見>ミ<見>ヤね<見>ト<見>ロヒ<見>ツ<見>ミ<見>ロ<見>ト<見>ロヒづ<魔><見>ミ<見>ヨな<士><見>ト<見>ロ<魔>ね<見>ド<魔><見><士>ホ<見>ヨ<士>ドト<見>ロ<魔><見>な<士>ニ<士>ヅホ<見>モどドト<見>ロヌ<士>ナ<見><魔>づブ<見>ヤ<士>ヌ<士>ト<見>ロヌ<士><見>ト<見><魔><士>ベユ<士>ヌ<士>ト<見>ヌでツ<見>ホヌつ<見>ト<見><魔><士>ノな<士>ユ<士>ヌ<士>ト<見><魔>つ<見>ドヅ<魔><見>ホヌつ<見>ト<見><魔><士>ヅニ<士>つ<見>ツつ<見>でムどデネ<見>デヅツと<見>ハヌつ<見>ド<魔><士>ヅミ<士>モ<士>デネ<見>デヅミヌつ<見>ドツでミ<士>て<見>ホ<見><魔><士>デに<見>ツ<見>デヅミヌつ<見>ドナつ<見>メ<見>フ<見>トな<士>テ<見>ツ<見>デツでテ<見>ハヌ<見><士>トづツつ<見><魔><見>メ<見>ム<見><魔><士>ヅツ<見>ツ<見>デナ<士>ツ<見>ハヌ<見><士>ニ<士>テつ<見>バね<見>ム<見><魔><士>ヅツ<見>ツ<見>デナ<士>ツ<見>ハヌ<見><士>ニ<士><見>ツつ<見>バモつ<見>トつ<見><士>ヅツ<見>ツ<見>デナ<士>テて<見><士>ニヌ<見><士>トで<見>ツつ<見>ニな<士>ロ<士>ツづ<魔><見>ツつ<見><魔><見><士>ナ<士>つ<見>テ<見><士>ニヌ<見><士>ドツ<見>ツつ<見>ニ<士>知<士>ド<見>ニ<見>ヒ<見><士>ニヌ<見><魔>の<士><見><魔><見>トで知<士>ドヌ<見>ヒ<見><士>ニヌ<見>ナ<士>ド<魔><士>ドツて<見>ワ<士>ド<見>ニに<見>ニ<見><士>ニヌ<見>ナ<士>ド<魔><士>ド<見>ト<見>ムて<見><士>ヅて<見><士>ド<見>ニ<見>ドニ<見><士>ニヌ<見>ツて<見><士>ド<魔><士>ドナ<見>ヤ<士>ヅツづトな<士>テ<見>ドニ<見><魔>づトベド<魔><士>ドナ<見>ヤ<士>ヅヅナ<士>ドツ<見>ドニつ<見><魔><見>トベド<魔><士>ド<見>ト<見>ヤ<士>ツどナ<士>ドツ<見>ドネ<見>ナモ<見><士>ツで<見>ト<見>ヤ<士>ビドツ<見>ツつ<見><士>ネ<見>ナモ<見><士>ヅツ<見>ト<見>ヤ<士>ビドブて<見><魔><見>トモ<見><魔>でツ<見>ト<見>ユむ<士>ブト<見>トモ<見>ニ<見>トと<見>「<見>ハに<士><魔><見>トモ<見>ニ<見>ネ<見><A1><見>バナ<士><見>トモて<見>ツて<見>ネ<見>ツな<見>レ<見>テな<見>でナ<士><見>トそム<士>ナ<士>ナそマでトづナそマ<士>トで<魔><見>トそマ<士>ドテ<見>トそミな<士>テ<見>トそルて<見><魔>そロ<見><魔>そンそン<E5><ED><E7><ED><E9><ED><EC><ED><EF><ED>触<FC><ED><03><EE><0B><EE><0E><EE><12><EE><1D><EE>手<EE>０<EE>５<EE>９<EE>者<EE>Ｑ<EE>死<EE>ウ<EE>ト<EE>ラ<EE>ょ<EE>て<EE>る<EE><F2><EE><0C><EF><入><EF>４<EF>Ｍ<EF>死<EF>ク<EF>ハ<EF>ワ<EF>ゅ<EF>こ<EF>は<EF>め<EF>わ<EF>\n<EF><EA><EF>ぞ	
430	0x1e10	596	FF	ef02f007f00cf010f012f014f0bf83bf838b02b68b02b68b0284c301af8b0284018201ae8b0284018201ae8b0282c3018201ae9301ae93c601a9990184c202840282c2029999018302820282029e9901830282c20200029e99018302a493c701a89301ae85ca02c50189028802820200c5018202820284028785029ec3028202000184010002820284018785029dc202c7018401000282028401878502c701960200018a01000282028401878502018601950200018a010283c50200c401838502018601c20282c2028f02000182c90102880283018300c5020197c302c30100018201890287c201820183000284019a01820100c301890282c402018201000183000285c40194c301820100c30282c30285c701820182c2010000c20200c30200c30289028a0184010288028401880182c2020087028c0286c50184010288028401880100028387028cc5018201880100c4028402840188010002838301c30200c802018801000188018402840284018801000283830182c5018501880182c9018402850284c601820185830182018401840184c50190c6028901820100028383c401840102830184c8019c01820100028383018902820184c20186019b01820100028383018902820184c20186019cc30100028382c301880283c6018602a0028382c20289028801860297c30282c502838d0289c4018202a48d0282c70283028202a4970282028202a4970282028202a49702820282028ac8019297c30283c402870199a102860199a102860199a102860199a1c80199bf83bf83bf83caf0cbf0cff0d4f0d7f0daf0ddf0e0f0e6f0ebf0f2f0	<EF><見><F0><07><F0><0C><F0><10><F0><12><F0><14><F0>そテそテヒ<見>かヒ<見>かヒ<見>トでっヒ<見>ドヅょヒ<見>ドヅょヒ<見>ツでヅょモ<士>ょモに<士>ぅル<士>トつ<見>ト<見>ツつ<見>ルル<士>テ<見>ツ<見>ツ<見>結ル<士>テ<見>ツつ<見><魔><見>結ル<士>テ<見>、モぬ<士>ぃモ<士>ょナは<見>な<士>ノ<見>ネ<見>ツ<見><魔>な<士>ツ<見>ツ<見>ト<見>ヌナ<見>結て<見>ツ<見><魔><士>ド<魔><見>ツ<見>ドヌナ<見>ンつ<見>ぬ<士>ド<魔><見>ツ<見>ドヌナ<見>ぬ<士>ヨ<見><魔><士>バ<魔><見>ツ<見>ドヌナ<見><士>ニ<士>ユ<見><魔><士>バ<見>テな<見><魔>どテナ<見><士>ニ<士>つ<見>ツつ<見>マ<見><魔><士>ツの<士><見>ネ<見>デテ<魔>な<見><士>ラて<見>で<魔><士>ヅノ<見>ヌづヅテ<魔><見>ドレ<士>ヅ<魔>でノ<見>ツと<見><士>ヅ<魔><士>テ<魔><見>ナどヤでヅ<魔>て<見>ツて<見>ナぬ<士>ヅツづ<魔><魔>つ<見><魔>て<見><魔>て<見>ノ<見>バド<見>ネ<見>ドネ<士>ツつ<見><魔>ヌ<見>フ<見>ニな<士>ド<見>ネ<見>ドネ<士><魔><見>テヌ<見>フな<士>ヅネ<士><魔>と<見>ト<見>ドネ<士><魔><見>テデて<見><魔>ね<見><士>ネ<士><魔><士>ネ<士>ト<見>ト<見>ドネ<士><魔><見>テデツな<士>ナ<士>ネ<士>ツの<士>ト<見>ナ<見>トに<士>ヅナデヅドドトな<士>ミに<見>ノ<士>ヅ<魔><見>テテどド<見>デトね<士>ワ<士>ヅ<魔><見>テデノ<見>ヅトづニ<士>ロ<士>ヅ<魔><見>テデノ<見>ヅトづニ<士>ワで<魔><見>テツでネ<見>テに<士>ニ<見>♥<見>テツつ<見>ノ<見>ネ<士>ニ<見>ラて<見>ツな<見>テヘ<見>ノどツ<見>、ヘ<見>ツぬ<見>テ<見>ツ<見>、ラ<見>ツ<見>ツ<見>、ラ<見>ツ<見>ツ<見>、ラ<見>ツ<見>ツ<見>ハね<士>メラて<見>テと<見>ヌ<士>ル<A1><見>ニ<士>ル<A1><見>ニ<士>ル<A1><見>ニ<士>ル<A1>ね<士>ルそテそテそテは<F0>ひ<F0>ま<F0>や<F0>ら<F0>れ<F0>ん<F0>←<F0><E6><F0><EB><F0><F2><F0>	
431	0x2065	2	F1	f012	<F0><12>	
432	0x2068	1	F1	23	兵	
433	0x206a	1	F1	35	５	
434	0x206c	1	F1	45	Ｅ	
435	0x206e	1	F1	55	Ｕ	
436	0x2070	1	F1	63	死	
437	0x2072	1	F1	72	イ	
438	0x2074	1	F1	83	テ	
439	0x2076	1	F1	8f	マ	
440	0x2078	1	F1	9c	ワ	
441	0x207a	1	F1	a9	ぅ	
442	0x207c	1	F1	bd	す	
443	0x207e	1	F1	c5	な	
444	0x2080	1	F1	d1	む	
445	0x2082	1	F1	df	物	
446	0x2084	1	F1	f2	<F2>	
